Descrição,Quilocalorias,Carbohidratos,Proteínas,Data.Fat.Total Lipid,Peso (g)
SOUP.CRM OF VEG.DRY.PDR,446,52.1,8,24.1,17.7
SOUP.EGG DROP.CHINESE RESTAURANT,27,4.29,1.16,0.61,241.24
SOUP.ESCAROLE.CND.RTS,11,0.72,0.62,0.73,248
SOUP.GAZPACHO.CND.RTS,19,1.8,2.9,0.1,244
SOUP.HEALTHY CHOIC CHICK & RICE SOUP.CND,37,5.71,2.53,0.55,240
SOUP.HEALTHY CHOIC CHICK NOODLE SOUP.CND,41,5.2,3.69,0.63,243
SOUP.HEALTHY CHOIC GARDEN VEG SOUP.CND,51,10.04,2.13,0.21,246
SOUP.HOT & SOUR.CHINESE RESTAURANT,39,4.35,2.58,1.21,233.31
SOUP.LENTIL W/HAM.CND.RTS,56,8.16,3.74,1.12,248
SOUP.MINESTRONE.CND.CHUNKY.RTS,53,8.64,2.13,1.17,240
SOUP.MINESTRONE.CND.COND,68,9.17,3.48,02.05,123
SOUP.MINESTRONE.CND.PREP W/ EQ VOLUME H2O,34,4.66,1.77,01.04,241
SOUP.MUSHROOM BARLEY.CND.COND,61,9.6,1.5,1.8,125.5
SOUP.MUSHROOM BARLEY.CND.PREP W/ EQ VOLUME H2O,30,4.8,0.77,0.93,244
SOUP.MUSHROOM W/ BF STOCK.CND.COND,68,7.41,2.51,3.21,125.5
SOUP.MUSHROOM W/ BF STOCK.CND.PREP W/ EQ VOLUME H2O,35,3.81,1.29,1.65,244
SOUP.MUSHROOM.DRY.MIX.PREP W/ H2O,33,4.4,0.66,1.82,253
SOUP.ONION.CND.COND,46,6.68,03.06,1.42,123
SOUP.ONION.CND.PREP W/ EQ VOLUME H2O,23,3.27,1.5,0.7,243.39
SOUP.ONION.DRY.MIX,293,65.07,7.48,0.34,7.53
SOUP.ONION.DRY.MIX.PREP W/ H2O,12,2.77,0.32,0.01,229.8
SOUP.OXTAIL.DRY.MIX.PREP W/ H2O,28,3.54,1.11,01.01,244
SOUP.OYSTER STEW.CND.COND,48,3.32,1.72,3.13,123
SOUP.OYSTER STEW.CND.PREP W/ EQ VOLUME H2O,24,1.69,0.87,1.59,241
SOUP.OYSTER STEW.CND.PREP W/ EQ VOLUME MILK,55,3.99,2.51,3.24,245
SOUP.PEA.GRN.CND.COND,125,20.18,6.54,2.23,127.6
SOUP.PEA.GRN.CND.COND.PREP W/ EQ VOLUME H2O,62,9.88,3.2,01.09,259.48
SOUP.PEA.GRN.CND.PREP W/ EQ VOLUME H2O,61,9.88,3.2,01.09,259.48
SOUP.PEA.GRN.CND.PREP W/ EQ VOLUME MILK,94,12.69,4.97,2.77,254
SOUP.PEA.LO NA.PREP W/ EQ VOLUME H2O,62,9.88,3.2,01.09,259.48
SOUP.PEA.SPLIT W/ HAM.CND.COND,141,20.81,7.68,3.28,135
SOUP.PEA.SPLIT W/ HAM.CND.PREP W/ EQ VOLUME H2O,75,11.05,04.08,1.74,253
SOUP.PEA.SPLIT W/HAM.CND.CHUNKY.RTS,77,11.17,4.62,1.66,240
SOUP.PEPPERPOT.CND.COND,84,7.66,5.19,3.78,123
SOUP.PEPPERPOT.CND.PREP W/ EQ VOLUME H2O,41,3.75,2.54,1.85,243.26
SOUP.POTATO HAM CHOWDER.CHUNKY.RTS.SINGLE BRAND,80,5.6,2.7,5.2,539
SOUP.RAMEN NOODLE.ANY FLAVOR.DRY,453,65.5,9.3,17.1,43
SOUP.RAMEN NOODLE.BF FLAVOR.DRY,436,63.27,10.29,15.71,43
SOUP.RAMEN NOODLE.CHICK FLAVOR.DRY,437,63.57,10.66,15.55,43
SOUP.SCOTCH BROTH.CND.COND,66,7.73,04.05,2.14,123
SOUP.SCOTCH BROTH.CND.PREP W/ EQ VOLUME H2O,33,3.87,02.03,01.07,241
SOUP.SHARK FIN.REST-PREP,46,3.8,3.2,2,216
SOUP.SIRLOIN BURGER W/VEG.RTS.SINGLE BRAND,77,6.8,4.2,3.7,539
SOUP.SPLIT PEA W/ HAM.CHUNKY.RED FAT.RED NA.RTS.SINGLE BRAND,76,11.3,5.2,1.1,539
SOUP.SPLIT PEA W/HAM&BACON.CND.COND.SINGLE BRAND,140,21.2,8.6,2.3,326
SOUP.STOCK.BEEF.HOME-PREPARED,13,1.2,1.97,0.09,240
SOUP.STOCK.CHICK.HOME-PREPARED,36,3.53,2.52,1.2,240
SOUP.STOCK.FISH.HOME-PREPARED,17,0,2.26,0.81,233
SOUP.STOCKPOT.CND.COND,78,8.95,3.79,03.04,129
SOUP.STOCKPOT.CND.PREP W/ EQ VOLUME H2O,40,4.65,1.97,1.58,247
SOUP.TOMATO BF W/ NOODLE.CND.COND,112,16.87,3.55,3.42,251
SOUP.TOMATO BF W/ NOODLE.CND.PREP W/ EQ VOLUME H2O,56,8.44,1.78,1.71,244
SOUP.TOMATO BISQUE.CND.COND,96,18.47,1.76,1.95,128.5
SOUP.TOMATO BISQUE.CND.PREP W/ EQ VOLUME H2O,50,9.6,0.92,01.02,247
SOUP.TOMATO BISQUE.CND.PREP W/ EQ VOLUME MILK,79,11.73,2.51,2.63,251
SOUP.TOMATO RICE.CND.COND,93,17.08,1.64,2.12,128.5
SOUP.TOMATO RICE.CND.PREP W/ EQ VOLUME H2O,47,8.54,0.82,01.06,247
SOUP.TOMATO VEG.DRY.MIX,325,59.9,11.73,05.09,1.2
SOUP.TOMATO VEG.DRY.MIX.PREP W/ H2O,22,04.04,0.79,0.34,245
SOUP.TOMATO.CND.COND,60,13.41,1.61,0.56,121.34
SOUP.TOMATO.CND.COND.RED NA,65,13.41,1.61,0.56,303.35
SOUP.TOMATO.CND.PREP W/ EQ VOLUME LOFAT (2%) MILK,55,8.89,2.49,1.29,251.88
SOUP.TOMATO.CND.PREP W/EQ VOLUME H2O.COMM,30,6.57,0.79,0.28,247.9
SOUP.TOMATO.DRY.MIX.PREP W/ H2O,38,7.17,0.93,0.61,265
SOUP.TOMATO.LO NA.W/H2O,30,6.57,0.79,0.28,247.9
SOUP.TURKEY NOODLE.CND.COND,55,6.88,3.11,1.59,125.5
SOUP.TURKEY NOODLE.CND.PREP W/ EQ VOLUME H2O,28,3.54,1.6,0.82,244
SOUP.TURKEY VEG.CND.COND,60,07.05,2.52,2.47,123
SOUP.TURKEY VEG.CND.PREP W/ EQ VOLUME H2O,30,3.58,1.28,1.26,241
SOUP.TURKEY.CHUNKY.CND.RTS,57,5.96,4.33,1.87,236
SOUP.VEG BF.CND.COND,63,8.11,4.45,1.51,125.5
SOUP.VEG BF.CND.COND.SINGLE BRAND,53,7.7,3.8,0.8,298
SOUP.VEG BF.CND.PREP W/ EQ VOLUME H2O,31,04.06,2.23,0.76,244
SOUP.VEG BF.DRY.MIX.PREP W/ H2O,21,3.17,1.16,0.44,253
SOUP.VEG BF.MICROWAVABLE.RTS.SINGLE BRAND,44,3.3,6.2,0.7,292
SOUP.VEG CHICK.CND.PREP W/ H2O.LO NA,69,8.76,5.1,2,241
SOUP.VEG SOUP.COND.LO NA.PREP W/ EQ VOLUME H2O,33,06.06,1.1,0.45,253
SOUP.VEG W/ BF BROTH.CND.COND,66,10.7,2.42,1.56,123
SOUP.VEG W/ BF BROTH.CND.PREP W/ EQ VOLUME H2O,33,5.35,1.21,0.78,241
SOUP.VEGETARIAN VEG.CND.COND,59,9.78,1.72,1.58,123
SOUP.VEGETARIAN VEG.CND.PREP W/ EQ VOLUME H2O,28,4.89,0.86,0.79,241
SOUP.WONTON.CHINESE RESTAURANT,32,5.25,02.08,0.26,223.45
SOUR CRM.IMITN.CULTURED,208,6.63,2.4,19.52,230
SOUR DRSNG.NON-BUTTERFAT.CULTURED.FILLED CREAM-TYPE,178,4.68,3.25,16.57,235
SOURSOP.RAW,66,16.84,1,0.3,225
SOY FLOUR.DEFATTED,330,38.37,47.01,1.22,105.47
SOY FLOUR.FULL-FAT.RAW,436,35.19,34.54,20.65,84
SOY FLOUR.LOW-FAT,375,34.93,45.51,8.9,88
SOY FLR.DEFATTED.CRUDE PROT BASIS (N X 6.25),372,30.63,49.81,8.9,100
SOY FLR.FULL-FAT.RAW.CRUDE PROT BASIS (N X 6.25),434,31.93,37.8,20.65,85
SOY FLR.FULL-FAT.RSTD,441,33.67,34.8,21.86,85
SOY FLR.FULL-FAT.RSTD.CRUDE PROT BASIS (N X 6.25),439,30.38,38.09,21.86,85
SOY FLR.LOW-FAT.CRUDE PROT BASIS (N x 6.25),369,33.58,50.93,6.7,88
SOY MEAL.DEFATTED.RAW,339,40.14,44.95,2.39,122
SOY MEAL.DEFATTED.RAW.CRUDE PROT BASIS (N X 6.25),337,35.89,49.2,2.39,122
SOY PROT CONC.CRUDE PROT BASIS (N X 6.25).ACID WASH,328,25.41,63.63,0.46,28.35
SOY PROT CONC.PRODUCED BY ACID WASH,331,30.91,58.13,0.46,28.35
SOY PROT CONC.PRODUCED BY ALCOHOL EXTRACTION,331,30.91,58.13,0.46,28.35
SOY PROT ISOLATE.K TYPE,326,10.22,80.69,0.53,28.35
SOY PROT ISOLATE.K TYPE.CRUDE PROT BASIS,321,2.59,88.32,0.53,28.35
SOY PROT ISOLATE.PROT TECHNOLOGIES INTERNATIONAL.PROPLUS,380,0,86,4,28.35
SOY PROT ISOLATE.PROT TECHNOLOGIES INTERNATIONAL.SUPRO,388,0,87.75,4,28.35
SOY PROTEIN ISOLATE,338,7.36,80.69,3.39,28.35
SOY SAU MADE FROM HYDROLYZED VEG PROT,40,7.73,2.43,0.08,18
SOY SAU MADE FROM SOY (TAMARI),60,5.57,10.51,0.1,18
SOY SAU MADE FROM SOY&WHEAT (SHOYU),53,7.61,6.28,0.04,255
SOY SAU MADE FROM SOY&WHEAT (SHOYU).LO NA,53,8.51,5.17,0.08,255
SOYBEAN.CURD CHEESE,151,6.9,12.5,8.1,225
SOYBEANS.GREEN.RAW,147,11.05,12.95,6.8,256
SOYBEANS.GRN.CKD.BLD.DRND.W/SALT,141,11.05,12.35,6.4,180
SOYBEANS.GRN.CKD.BLD.DRND.WO/SALT,141,11.05,12.35,6.4,180
SOYBEANS.MATURE CKD.BLD.WO/SALT,173,9.93,16.64,8.97,172
SOYBEANS.MATURE SEEDS.CKD.BLD.W/SALT,173,9.93,16.64,8.97,172
SOYBEANS.MATURE SEEDS.DRY RSTD,451,32.72,39.58,21.62,172
SOYBEANS.MATURE SEEDS.RAW,446,30.16,36.49,19.94,186
SOYBEANS.MATURE SEEDS.RSTD.SALTED,471,33.55,35.22,25.4,172
SOYBEANS.MATURE SEEDS.RSTED.NO SALT ADDED,471,33.55,35.22,25.4,172
SOYBEANS.MATURE SEEDS.SPROUTED.CKD.STMD,81,6.53,8.47,4.45,94
SOYBEANS.MATURE SEEDS.SPROUTED.CKD.STMD.W/SALT,81,6.53,8.47,4.45,94
SOYBEANS.MATURE SEEDS.SPROUTED.RAW,122,9.57,13.09,6.7,35
SOYMILK (ALL FLAVORS).ENHANCED,45,3.45,2.94,1.99,243
SOYMILK (ALL FLAVORS).LOWFAT.W/ ADDED CA.VITAMINS A & D,41,7.2,1.65,0.62,243
SOYMILK (ALL FLAVORS).NONFAT.W/ ADDED CA.VITAMINS A & D,27,4.22,2.47,0,243
SOYMILK (ALL FLAVORS).UNSWTND.W/ ADDED CA.VITAMINS A & D,33,1.74,2.86,1.61,243
SOYMILK.CHOC & OTHER FLAVORS.LT.W/ ADDED CA.VITAMINS A & D,47,8.24,2.1,0.64,243
SOYMILK.CHOC.UNFORTIFIED,63,9.95,2.26,1.53,243
SOYMILK.CHOC.W/ ADDED CA.VITAMINS A & D,63,9.95,2.26,1.53,243
SOYMILK.ORIGINAL & VANILLA.LT.UNSWTND.W/ ADDED CA.VIT A & D,34,3.85,2.62,0.85,243
SOYMILK.ORIGINAL & VANILLA.LT.W/ ADDED CA.VITAMINS A & D,30,3.51,2.38,0.77,243
SOYMILK.ORIGINAL & VANILLA.UNFORTIFIED,54,6.28,3.27,1.75,243
SOYMILK.ORIGINAL & VANILLA.W/ ADDED CA.VITAMINS A & D,43,4.92,2.6,1.47,243
SPAGHETTI W/ MEAT SAU.FRZ ENTREE,90,15.24,05.05,01.01,283
SPAGHETTI.CKD.ENR.W/ SALT,157,30.59,5.8,0.93,140
SPAGHETTI.CKD.ENR.WO/ SALT,158,30.86,5.8,0.93,140
SPAGHETTI.CKD.UNENR.W/ SALT,157,30.59,5.8,0.93,140
SPAGHETTI.CKD.UNENR.WO/ SALT,158,30.86,5.8,0.93,140
SPAGHETTI.DRY.ENRICHED,371,74.67,13.04,1.51,57
SPAGHETTI.DRY.UNENRICHED,371,74.67,13.04,1.51,57
SPAGHETTI.PROTEIN-FORTIFIED.CKD.ENR (N X 5.70),164,31.66,08.08,0.21,140
SPAGHETTI.PROTEIN-FORTIFIED.CKD.ENR (N X 6.25),164,30.88,8.86,0.21,140
SPAGHETTI.PROTEIN-FORTIFIED.DRY.ENR (N X 5.70),375,67.56,19.86,2.23,57
SPAGHETTI.PROTEIN-FORTIFIED.DRY.ENR (N X 6.25),374,65.65,21.78,2.23,57
SPAGHETTI.SPINACH.COOKED,130,26.15,4.58,0.63,140
SPAGHETTI.SPINACH.DRY,372,74.81,13.35,1.57,57
SPAGHETTI.W/ MEATBALLS.CND,107,11.11,4.17,5.1,255.12
SPAGHETTI.WHOLE-WHEAT.CKD,124,26.54,5.33,0.54,140
SPAGHETTI.WHOLE-WHEAT.DRY,348,75.03,14.63,1.4,57
SPAGHETTIOS. Danny PhantomShaped Pasta with Sliced Franks,92,13.1,3.57,2.78,252
SPEARMINT.DRIED,285,52.04,19.93,06.03,1.6
SPEARMINT.FRESH,44,8.41,3.29,0.73,11.4
SPELT.CKD,127,26.44,5.5,0.85,193.5
SPELT.UNCKD,338,70.19,14.57,2.43,173.53
SPICES.BASIL.DRIED,251,60.96,14.37,3.98,0.7
SPICES.BAY LEAF,313,74.97,7.61,8.36,1.8
SPICES.CARDAMOM,311,68.47,10.76,6.7,5.8
SPICES.OREGANO.DRIED,306,64.43,11,10.25,1
SPICES.TARRAGON.DRIED,295,50.22,22.77,7.24,0.6
SPICES.THYME.DRIED,276,63.94,9.11,7.43,1
SPINACH SOUFFLE,171,5.82,7.91,12.95,136
SPINACH.CKD.BLD.DRND.W/SALT,23,3.75,2.97,0.26,180
SPINACH.CKD.BLD.DRND.WO/ SALT,23,3.75,2.97,0.26,180
SPINACH.CND.DRND SOL,23,3.4,2.81,0.5,214
SPINACH.CND.NO SALT.SOL&LIQUIDS,19,2.92,2.11,0.37,234
SPINACH.CND.REG PK.SOL&LIQUIDS,19,2.92,2.11,0.37,234
SPINACH.FRZ.CHOPD OR LEAF.CKD.BLD.DRND.W/SALT,34,4.8,04.01,0.87,220
SPINACH.FRZ.CHOPD OR LEAF.CKD.BLD.DRND.WO/SALT,34,4.8,04.01,0.87,220
SPINACH.FRZ.CHOPD OR LEAF.UNPREP,29,4.21,3.63,0.57,156
SPINACH.RAW,23,3.63,2.86,0.39,30
SPINY LOBSTER.MXD SP.CKD.MOIST HEAT,143,3.12,26.41,1.94,163
SPINY LOBSTER.MXD SP.RAW,112,2.43,20.6,1.51,209
SPLIT PEA SOUP.CND.RED NA.PREP W/ H2O OR READY-TO SERVE,71,11.83,3.85,0.92,253
SPORTS DRK.COCA-COLA.POWERADE.LEMON-LIME FLAV.RTD,32,7.84,0,0.05,30.45
SPORTS DRK.FRUIT-FLAVORED.LO CAL.RTD,11,3,0,0,240
SPORTS DRK.PEPSICO.GATORADE.FRUIT-FLAVORED.RTD,26,6.43,0,0,30.46
SPOT.COOKED.DRY HEAT,158,0,23.73,6.28,50
SPOT.RAW,123,0,18.51,4.9,64
SQUAB.(PIGEON).LT MEAT WO/SKN.RAW,134,0,21.76,4.52,101
SQUAB.(PIGEON).MEAT ONLY.RAW,142,0,17.5,7.5,251
SQUAB.(PIGEON).MEAT&SKN.RAW,294,0,18.47,23.8,297
SQUASH.SMMR.ALL VAR.CKD.BLD.DRND.W/SALT,20,4.31,0.91,0.31,180
SQUASH.SMMR.ALL VAR.CKD.BLD.DRND.WO/SALT,20,4.31,0.91,0.31,180
SQUASH.SMMR.ALL VAR.RAW,16,3.35,1.21,0.18,113
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.CKD.BLD.DRND.W/SALT,20,4.31,0.91,0.31,180
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.CKD.BLD.DRND.WO/SALT,20,4.31,0.91,0.31,180
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.CND.DRND.SOLID.WO/SALT,13,2.96,0.61,0.07,210
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.FRZ.CKD.BLD.DRND.W/SALT,25,5.54,1.28,0.2,192
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.FRZ.CKD.BLD.DRND.WO/SALT,25,5.54,1.28,0.2,192
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.FRZ.UNPREP,20,4.8,0.83,0.14,130
SQUASH.SMMR.CROOKNECK&STRAIGHTNECK.RAW,19,04.04,0.94,0.24,130
SQUASH.SMMR.SCALLOP.CKD.BLD.DRND.W/SALT,16,3.3,01.03,0.17,90
SQUASH.SMMR.SCALLOP.CKD.BLD.DRND.WO/SALT,16,3.3,01.03,0.17,240
SQUASH.SMMR.ZUCCHINI.INCL SKN.CKD.BLD.DRND.W/SALT,16,3.93,0.64,0.05,90
SQUASH.SMMR.ZUCCHINI.INCL SKN.CKD.BLD.DRND.WO/SALT,16,3.93,0.64,0.05,180
SQUASH.SMMR.ZUCCHINI.INCL SKN.FRZ.CKD.BLD.DRND.W/SALT,14,2.97,1.15,0.13,223
SQUASH.SMMR.ZUCCHINI.INCL SKN.FRZ.CKD.BLD.DRND.WO/SALT,17,3.56,1.15,0.13,223
SQUASH.SMMR.ZUCCHINI.INCL SKN.FRZ.UNPREP,17,3.59,1.16,0.13,284
SQUASH.SMMR.ZUCCHINI.INCL SKN.RAW,16,3.35,1.21,0.18,124
SQUASH.SMMR.ZUCCHINI.ITALIAN STYLE.CND,29,6.85,01.03,0.11,227
SQUASH.SUMMER.SCALLOP.RAW,18,3.84,1.2,0.2,130
SQUASH.WINTER.ACORN.RAW,40,10.42,0.8,0.1,140
SQUASH.WINTER.HUBBARD.RAW,40,8.7,2,0.5,116
SQUASH.WNTR.ACORN.CKD.BKD.W/SALT,56,14.58,1.12,0.14,205
SQUASH.WNTR.ACORN.CKD.BKD.WO/SALT,56,14.58,1.12,0.14,205
SQUASH.WNTR.ACORN.CKD.BLD.MSHD.W/SALT,34,8.79,0.67,0.08,245
SQUASH.WNTR.ACORN.CKD.BLD.MSHD.WO/SALT,34,8.79,0.67,0.08,245
SQUASH.WNTR.ALL VAR.CKD.BKD.W/SALT,39,8.74,0.89,0.63,205
SQUASH.WNTR.ALL VAR.CKD.BKD.WO/SALT,37,8.85,0.89,0.35,205
SQUASH.WNTR.ALL VAR.RAW,34,8.59,0.95,0.13,116
SQUASH.WNTR.BUTTERNUT.CKD.BKD.W/SALT,40,10.49,0.9,0.09,205
SQUASH.WNTR.BUTTERNUT.CKD.BKD.WO/SALT,40,10.49,0.9,0.09,205
SQUASH.WNTR.BUTTERNUT.FRZ.CKD.BLD.W/SALT,39,10.04,1.23,0.07,240
SQUASH.WNTR.BUTTERNUT.FRZ.CKD.BLD.WO/SALT,39,10.05,1.23,0.07,240
SQUASH.WNTR.BUTTERNUT.FRZ.UNPREP,57,14.41,1.76,0.1,340
SQUASH.WNTR.BUTTERNUT.RAW,45,11.69,1,0.1,140
SQUASH.WNTR.HUBBARD.CKD.BKD.W/SALT,50,10.81,2.48,0.62,205
SQUASH.WNTR.HUBBARD.CKD.BKD.WO/SALT,50,10.81,2.48,0.62,205
SQUASH.WNTR.HUBBARD.CKD.BLD.MSHD.W/SALT,30,6.46,1.48,0.37,236
SQUASH.WNTR.HUBBARD.CKD.BLD.MSHD.WO/SALT,30,6.46,1.48,0.37,236
SQUASH.WNTR.SPAGHETTI.CKD.BLD.DRND.OR BKD.W/SALT,27,6.46,0.66,0.26,155
SQUASH.WNTR.SPAGHETTI.CKD.BLD.DRND.OR BKD.WO/SALT,27,6.46,0.66,0.26,155
SQUASH.WNTR.SPAGHETTI.RAW,31,6.91,0.64,0.57,101
SQUASH.ZUCCHINI.BABY.RAW,21,3.11,2.71,0.4,16
SQUID.MIXED SPECIES.RAW,92,03.08,15.58,1.38,28.35
SQUID.MXD SP.CKD.FRIED,175,7.79,17.94,7.48,85
STAGG CLASSIC CHILI W/BNS.CND ENTREE,131,11.83,6.97,6.61,247
STAGG COUNTRY CHILI W/BNS.CND ENTREE,129,11.74,6.27,6.38,247
STAGG DYNAMITE CHILI W/BNS.CND ENTREE,135,12.44,7.4,6.22,247
STAGG RANCHHOUSE CHILI W/BNS.CND ENTREE,115,12.78,7.78,3.61,247
STAGG SILVERADO CHILI W/BNS.CND ENTREE,92,13.39,7.29,1.13,247
STOUFF LN CUISIN CHK ENCH SUIZA W/CRM SAU & MEXI-STYL RICE,105,18.38,4.16,1.61,255
STOUFFER'S CHICK PIE.FRZ ENTREE,259,22.59,7.17,15.5,283
STOUFFER'S CHK ENCHILA MEXIC-STY RICE W/ MONREY JACK CHS SAU,150,21.54,5.42,4.69,283
STOUFFER'S CRMD CHIPPED BF.FRZ ENTREE,110,07.07,7.52,5.71,125
STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS.FRZ,102,7.47,6.36,5.17,454
STOUFFER'S LASAGNA W/ MEAT & SAU.FRZ ENTREE,116,12.57,08.04,3.77,595
STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI.FRZ ENTREE,78,8.91,6.68,1.7,297
STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES.FRZ,72,8.29,4.98,2.14,255
STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT.FRZ,73,09.07,04.03,2.28,269
STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU.FRZ ENTREE,91,13.23,06.07,1.54,283
STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE.FRZ ENTREE,74,11.05,4.96,01.08,255
STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU.FRZ ENTREE,87,14.91,4.31,01.08,326
STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU.FRZ ENTRE,93,12.27,6.68,1.9,269
STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE.FRZ ENTREE,106,12.14,8.56,2.63,258
STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU.FRZ ENTREE,73,8.73,3.72,2.57,220
STRAWBERRIES.CND.HVY SYRUP PK.SOL&LIQUIDS,92,23.53,0.56,0.26,254
STRAWBERRIES.FRZ.SWTND.SLICED,96,25.92,0.53,0.13,255
STRAWBERRIES.FRZ.SWTND.WHL,78,21,0.52,0.14,255
STRAWBERRIES.FRZ.UNSWTND,35,9.13,0.43,0.11,221
STRAWBERRIES.RAW,32,7.68,0.67,0.3,152
STRAWBERRY-FLAVOR BEV MIX.PDR,389,99.1,0.1,0.2,22
STRAWBERRY-FLAVOR BEV MIX.PDR.PREP W/ WHL MILK,88,12.3,3,3.1,266
STRUDEL.APPLE,274,41.1,3.3,11.2,28.35
STURGEON.MXD SP.CKD.DRY HEAT,135,0,20.7,5.18,136
STURGEON.MXD SP.RAW,105,0,16.14,04.04,85
STURGEON.MXD SP.SMOKED,173,0,31.2,4.4,28.35
SUCCOTASH.(CORN&LIMAS).CKD.BLD.DRND.W/SALT,111,24.37,05.07,0.8,192
SUCCOTASH.(CORN&LIMAS).CKD.BLD.DRND.WO/SALT,115,24.38,05.07,0.8,192
SUCCOTASH.(CORN&LIMAS).CND.W/CRM STYLE CORN,77,17.61,2.64,0.54,266
SUCCOTASH.(CORN&LIMAS).CND.W/WHL KERNEL CORN.SOL&LIQUIDS,63,13.98,2.6,0.49,255
SUCCOTASH.(CORN&LIMAS).FRZ.CKD.BLD.DRND.W/SALT,93,19.95,4.31,0.89,170
SUCCOTASH.(CORN&LIMAS).FRZ.CKD.BLD.DRND.WO/SALT,93,19.95,4.31,0.89,170
SUCCOTASH.(CORN&LIMAS).FRZ.UNPREP,93,19.94,4.31,0.89,156
SUCKER.WHITE.CKD.DRY HEAT,119,0,21.49,2.97,124
SUCKER.WHITE.RAW,92,0,16.76,2.32,159
SUGAR-APPLES.(SWEETSOP).RAW,94,23.64,02.06,0.29,250
SUGARS.BROWN,380,98.09,0.12,0,220
SUGARS.GRANULATED,387,99.98,0,0,2.84
SUGARS.MAPLE,354,90.9,0.1,0.2,3
SUGARS.POWDERED,389,99.6,0,0.1,120
SUNFISH.PUMPKIN SD.CKD.DRY HEAT,114,0,24.87,0.9,37
SUNFISH.PUMPKIN SEED.RAW,89,0,19.4,0.7,48
SUNFLOWER SD BUTTER.W/SALT,579,27.42,19.66,47.73,16
SUNFLOWER SD BUTTER.WO/SALT,579,27.42,19.66,47.73,16
SUNFLOWER SD FLR.PART DEFATTED,326,35.83,48.06,1.61,64
SUNFLOWER SD KRNLS.DRIED,584,20,20.78,51.46,46
SUNFLOWER SD KRNLS.DRY RSTD.W/SALT,582,24.07,19.33,49.8,128
SUNFLOWER SD KRNLS.DRY RSTD.WO/SALT,582,24.07,19.33,49.8,128
SUNFLOWER SD KRNLS.OIL RSTD.W/SALT,592,22.89,20.06,51.3,135
SUNFLOWER SD KRNLS.OIL RSTD.WO/SALT,592,22.89,20.06,51.3,135
SUNFLOWER SD KRNLS.TSTD.W/SALT,619,20.59,17.21,56.8,134
SUNFLOWER SD KRNLS.TSTD.WO/SALT,619,20.59,17.21,56.8,134
SUPPER BAKES MEAL KITS.CREAMY STROGANOFF SAU W/ PASTA,147,24.8,4.8,3.2,125
SURIMI,99,6.85,15.18,0.9,28.35
SWAMP CABBAGE.(SKUNK CABBAGE).RAW,19,3.14,2.6,0.2,56
SWAMP CABBAGE.CKD.BLD.DRND.W/SALT,20,3.71,02.08,0.24,98
SWAMP CABBAGE.CKD.BLD.DRND.WO/SALT,20,3.71,02.08,0.24,98
SWEET POTATO LEAVES.CKD.STMD.W/ SALT,34,7.32,2.32,0.3,64
SWEET POTATO LEAVES.CKD.STMD.WO/ SALT,34,7.32,2.32,0.3,64
SWEET POTATO LEAVES.RAW,35,6.38,4,0.3,35
SWEET POTATO.CKD.BKD IN SKN.W/ SALT,92,20.71,02.01,0.15,114
SWEET POTATO.CKD.BKD IN SKN.WO/ SALT,90,20.71,02.01,0.15,200
SWEET POTATO.CKD.BLD.WO/ SKN,76,17.72,1.37,0.14,328
SWEET POTATO.CKD.BLD.WO/ SKN.W/ SALT,76,17.72,1.37,0.14,328
SWEET POTATO.CKD.CANDIED.HOME-PREPARED,144,27.86,0.87,3.25,105
SWEET POTATO.CND.MSHD,101,23.19,1.98,0.2,255
SWEET POTATO.CND.SYRUP PK.DRND SOL,108,25.36,1.28,0.32,196
SWEET POTATO.CND.SYRUP PK.SOL & LIQUIDS,89,20.93,0.98,0.2,228
SWEET POTATO.FRZ.CKD.BKD.W/ SALT,100,23.4,1.71,0.12,176
SWEET POTATO.FRZ.CKD.BKD.WO/ SALT,100,23.4,1.71,0.12,176
SWEET POTATO.FRZ.UNPREP,96,22.22,1.71,0.18,176
SWEET POTATO.RAW.UNPREP,86,20.12,1.57,0.05,133
SWEET ROLLS.CHEESE,360,43.7,7.1,18.3,28.35
SWEET ROLLS.CINN.COMMLY PREP W/RAISINS,372,50.9,6.2,16.4,28.35
SWEET ROLLS.CINN.REFR DOUGH W/FRSTNG,333,51.6,5,12.2,28.35
SWEET ROLLS.CINN.REFR DOUGH W/FRSTNG.BKD,362,56.1,5.4,13.2,28.35
